hausa,english
"Kamar tsuntsaye masu firiya da aka kora daga sheƙa, haka matan Mowab suke a kogunan Arnon.","For it will be that as wandering birds, as a scattered nest, so will the daughters of Moab be at the fords of the Arnon."
"Kome yawan ’ya’yansa, takobi za tă gama da su; zuriyarsa ba za su taɓa samun isashen abinci ba.","If his children are multiplied, it is for the sword. His offspring will not be satisfied with bread."
"Amma bai so ya sāke kwana a can ba, mutumin ya tashi ya tafi ya bi ta Yebus (wato, Urushalima), tare da jakunansa biyu da aka yi musu shimfiɗa da kuma ƙwarƙwaransa.","But the man wouldn’t stay that night, but he rose up and went near Jebus (also called Jerusalem). With him were a couple of saddled donkeys. His concubine also was with him."
"“Ni ne Ubangiji Allahnka, wanda ya fitar da ku daga Masar, daga ƙasar bauta.","“I am Yahweh your God, who brought you out of the land of Egypt, out of the house of bondage."
"kada ku tsokane su da yaƙi, gama ba zan ba ku wata ƙasa daga cikinsu ba, ba ma wadda za tă iya isa ku sa ƙafarku a kai. Na ba wa Isuwa ƙasar tudu ta Seyir, ta zama tasa.","Don’t contend with them; for I will not give you any of their land, no, not so much as for the sole of the foot to tread on, because I have given Mount Seir to Esau for a possession."
"Saboda haka kai ba bawa ba ne kuma, kai ɗa ne; da yake kuwa kai ɗa ne, Allah ya mai da kai magāji.","So you are no longer a bondservant, but a son; and if a son, then an heir of God through Christ."
"Amma Barnabas ya ɗauke shi ya kawo shi wurin manzanni. Ya gaya musu yadda Shawulu a kan hanyarsa ya ga Ubangiji kuma cewa Ubangiji ya yi magana da shi, da yadda a Damaskus ya yi wa’azi ba tsoro a cikin sunan Yesu.","But Barnabas took him and brought him to the apostles, and declared to them how he had seen the Lord on the way, and that he had spoken to him, and how at Damascus he had preached boldly in the name of Jesus."
"“Ɗan mutum, ka yi annabci wa duwatsun Isra’ila ka ce, ‘Ya duwatsun Isra’ila, ku ji maganar Ubangiji.","You, son of man, prophesy to the mountains of Israel, and say, “You mountains of Israel, hear Yahweh’s word."
"Yewuz, Sakiya da Mirma ta wurin Hodesh matarsa. Waɗannan su ne ’ya’yansa, kawunan iyalai.","Jeuz, Shachia, and Mirmah. These were his sons, heads of fathers’ households."
"Sa’an nan ta wuce zuwa arewancin gangaren Bet-Hogla ta kuma ɓulla a arewancin gaɓar Tekun Gishiri, a bakin Urdun a kudu. Wannan ita ce iyakar a wajen kudu.","The border passed along to the side of Beth Hoglah northward; and the border ended at the north bay of the Salt Sea, at the south end of the Jordan. This was the south border."
"Ba zan shiga shawararsu ba, ba zan shiga taronsu ba, gama sun kashe maza cikin fushinsu cikin ganin dama suka kashe bijimai.","My soul, don’t come into their council. My glory, don’t be united to their assembly; for in their anger they killed men. In their self-will they hamstrung cattle."
"Dukan mutane za su san shi, Efraim da mazaunan Samariya, waɗanda suke magana da fariya suna kuma ɗaga kai,","All the people will know, including Ephraim and the inhabitants of Samaria, who say in pride and in arrogance of heart,"
"Sakare da mutumin banza wanda yana yawo da magana banza a baki,","A worthless person, a man of iniquity, is he who walks with a perverse mouth,"
"“Kamar zaki mai haurawa daga kurmin Urdun zuwa wurin kiwo mai kyau, zan kori Edom daga ƙasarta nan da nan. Wane ne zaɓaɓɓen da zan naɗa don wannan? Wane ne yake kama da ni kuma wa zai kalubalance ni? Kuma wane makiyayi ne zai yi gāba da ni?”","“Behold, he will come up like a lion from the pride of the Jordan against the strong habitation; for I will suddenly make them run away from it, and whoever is chosen, I will appoint him over it. For who is like me? Who will appoint me a time? Who is the shepherd who will stand before me?”"
"ɗan Etan, ɗan Zimma, ɗan Shimeyi,","the son of Ethan, the son of Zimmah, the son of Shimei,"
"Ku tafi cikin duwatsu, ku ɓuya cikin ƙasa daga razanar Ubangiji da kuma darajar ɗaukakarsa!","Enter into the rock, and hide in the dust, from before the terror of Yahweh, and from the glory of his majesty."
"Sai na juya ga tunanina don in lura da hikima, da kuma hauka da wauta. Me ya rage wa magājin sarki yă yi fiye da abin da aka riga aka yi?","I turned myself to consider wisdom, madness, and folly; for what can the king’s successor do? Just that which has been done long ago."
Kun dai ji saɓon. Me kuka gani?” Duka suka yanke masa hukuncin kisa.,You have heard the blasphemy! What do you think?” They all condemned him to be worthy of death.
"Gama mutuntaka yana son abin da Ruhu yake ƙi, Ruhu kuma yana son abin da mutuntaka yake ƙi. Waɗannan biyu kuwa gāba suke da juna, har ku kāsa yin abin da kuke so.","For the flesh lusts against the Spirit, and the Spirit against the flesh; and these are contrary to one another, that you may not do the things that you desire."
"Har yaushe mugaye, ya Ubangiji har yaushe mugaye za su yi ta murna?","Yahweh, how long will the wicked, how long will the wicked triumph?"
"Yaro mai shekara tsakanin wata ɗaya da shekara biyar, za a biya azurfa biyar, ’yar yarinya kuma azurfa uku.","If the person is from a month old to five years old, then your valuation shall be for a male five shekels of silver, and for a female your valuation shall be three shekels of silver."
"Bari leɓunana su cika da yabonka, gama ka koya mini ƙa’idodinka.","Let my lips utter praise, for you teach me your statutes."
"Duk abin da hannunka yake yi, ka yi shi da dukan ƙarfinka, gama a cikin kabari in da za ka, babu aiki ko shirye-shirye, ko sani, ko hikima.","Whatever your hand finds to do, do it with your might; for there is no work, nor plan, nor knowledge, nor wisdom, in Sheol, where you are going."
"Dole mu ƙara mai da hankali sosai ga abubuwan da muka ji, don kada mu kauce.","Therefore we ought to pay greater attention to the things that were heard, lest perhaps we drift away."
"To, dā Hiridus ya kama Yohanna ya daure, ya kuma sa shi cikin kurkuku saboda Hiridiyas, matar ɗan’uwansa Filibus,","For Herod had arrested John, bound him, and put him in prison for the sake of Herodias, his brother Philip’s wife."
"“Ku mai da hankali, ku yi biyayya da duk abin da na faɗa muku. Kada ku kira sunaye waɗansu alloli; kada a ji su a bakinku.",“Be careful to do all things that I have said to you; and don’t invoke the name of other gods or even let them be heard out of your mouth.
"Duk da haka ya manne wa zunuban Yerobowam ɗan Nebat, wanda ya sa Isra’ila ta aikata, bai rabu da su ba.","Nevertheless he held to the sins of Jeroboam the son of Nebat, with which he made Israel to sin. He didn’t depart from them."
“A cikin annabawan Samariya na ga wannan abin banƙyama. Suna annabci ta wurin Ba’al suna ɓad da mutanena Isra’ila.,"“I have seen folly in the prophets of Samaria. They prophesied by Baal, and caused my people Israel to err."
"Eli ya ce, mene ne ya ce maka? Kada ka ɓoye mini. Allah ya yi da kai har ma fiye in ka ɓoye mini kome da ya ce maka.","He said, “What is the thing that he has spoken to you? Please don’t hide it from me. God do so to you, and more also, if you hide anything from me of all the things that he spoke to you.”"
"Masar tana tashi kamar Nilu, kamar koguna masu tafasa. Tana cewa, ‘Zan tashi in rufe duniya; zan hallakar da birane da kuma mutanensu.’","Egypt rises up like the Nile, like rivers whose waters surge. He says, ‘I will rise up. I will cover the earth. I will destroy cities and its inhabitants.’"
"sa’ad da kuma garkunanku na shanu da na tumaki suka ƙaru, azurfanku da zinariyarku kuma suka ƙaru, sa’an nan dukan abin da kuke da shi ya haɓaka,","and when your herds and your flocks multiply, and your silver and your gold is multiplied, and all that you have is multiplied;"
"Na Lawiyawa su ne, Shemahiya ɗan Hasshub, ɗan Azrikam, ɗan Hashabiya, mutumin Merari;","Of the Levites: Shemaiah the son of Hasshub, the son of Azrikam, the son of Hashabiah, of the sons of Merari;"
"“Ɗan mutum, ka bayyana haikalin ga mutanen Isra’ila, don su ji kunya saboda zunubansu. Bari su yi la’akari da fasalin,","“You, son of man, show the house to the house of Israel, that they may be ashamed of their iniquities; and let them measure the pattern."
"“Kada ku taurare zukatanku kamar yadda kuka yi a Meriba, kamar yadda kuka yi a wancan rana a Massa a hamada,","Don’t harden your heart, as at Meribah, as in the day of Massah in the wilderness,"
"Sa’an nan Yaƙub ya ba wa Isuwa burodi da ɗan miyan lansir. Ya ci, ya sha, sa’an nan ya tashi ya tafi. Ta haka Isuwa ya yi banza da matsayinsa na ɗan fari.","Jacob gave Esau bread and lentil stew. He ate and drank, rose up, and went his way. So Esau despised his birthright."
"Suka yi watsi da farillansa da yarjejjeniyar da ya ƙulla da kakanninsu, da kuma kashedin da ya yi musu. Suka bi gumaka marasa amfani, wannan ya sa su ma kansu suka zama marasa amfani. Suka kwaikwayi sauran ƙasashen da suke kewaye da su, ko da yake Ubangiji ya umarce su cewa, “Kada ku yi rayuwa irin tasu,” suka kuwa yi abin da Ubangiji ya hana su.","They rejected his statutes and his covenant that he made with their fathers, and his testimonies which he testified to them; and they followed vanity, and became vain, and followed the nations that were around them, concerning whom Yahweh had commanded them that they should not do like them."
"To, in Dawuda ya kira shi ‘Ubangiji,’ yaya zai zama ɗansa?”","“If then David calls him Lord, how is he his son?”"
"Laban ya sa masa suna Yegar Sahaduta, Yaƙub kuwa ya kira shi Galeyed.","Laban called it Jegar Sahadutha, but Jacob called it Galeed."
"Amma fa, in mutum ba ya so yă auri matar ɗan’uwansa, sai tă tafi wurin dattawa a ƙofar gari tă ce, “Ɗan’uwan mijina ya ƙi yă wanzar da sunan ɗan’uwansa a Isra’ila. Ya ƙi yă cika abin da ya kamaci ɗan’uwan miji yă yi gare ni.”","If the man doesn’t want to take his brother’s wife, then his brother’s wife shall go up to the gate to the elders, and say, “My husband’s brother refuses to raise up to his brother a name in Israel. He will not perform the duty of a husband’s brother to me.”"
"Yoram, ɗan Ahab ya zama sarki Isra’ila, a Samariya, a shekara ta goma sha takwas ta mulkin Yehoshafat, sarkin Yahuda, ya kuma yi mulki shekara goma sha biyu.","Now Jehoram the son of Ahab began to reign over Israel in Samaria in the eighteenth year of Jehoshaphat king of Judah, and reigned twelve years."
Tarko ya kama ɗiɗɗigensa; tarko ya riƙe shi kam.,A snare will take him by the heel. A trap will catch him.
"“Ga shi, kukan sa rai za ku sami da yawa, amma sai ku ga kun sami kaɗan. Ɗan kaɗan ɗin ma da kukan kawo gida, nakan hura shi yă tafi. Me ya sa yake faruwa haka?” In ji Ubangiji Maɗaukaki. “Saboda gidana da yake zaman kango, yayinda kowannenku yana faman gina gidansa.","“You looked for much, and, behold, it came to little; and when you brought it home, I blew it away. Why?” says Yahweh of Armies, “Because of my house that lies waste, while each of you is busy with his own house."
"Nan da nan, ɗaya daga cikinsu ya ruga, ya sami soso, ya jiƙa shi da ruwan tsami, ya sa a sanda, ya miƙa wa Yesu, yă sha.","Immediately one of them ran and took a sponge, filled it with vinegar, put it on a reed, and gave him a drink."
"Yayinda Farisiyawa suke a tattare wuri ɗaya, sai Yesu ya tambaye su,","Now while the Pharisees were gathered together, Jesus asked them a question,"
"In masoyarku kawai kuke ƙauna, wace lada ce gare ku? Ko masu karɓar haraji ma ba haka suke yi ba?","For if you love those who love you, what reward do you have? Don’t even the tax collectors do the same?"
Ƙanƙanen abin da mai adalci yake da shi ya fi arzikin mugaye yawa;,"Better is a little that the righteous has, than the abundance of many wicked."
"Za su ce wa dattawan, “Wannan ɗanmu gagararre ne, mai tawaye. Ba ya mana biyayya. Mai zari ne, kuma mashayi.”","They shall tell the elders of his city, “This our son is stubborn and rebellious. He will not obey our voice. He is a glutton and a drunkard.”"
"’Ya’yan Uzziyel maza su ne, Mika na fari da Isshiya na biyu.","The sons of Uzziel: Micah the chief, and Isshiah the second."
"Amma me kuka je kallo? Annabi? I, ina kuma faɗa muku, ya ma fi annabi.","But what did you go out to see? A prophet? Yes, I tell you, and much more than a prophet."
Sau nawa mutum ya fi tunkiya daraja! Saboda haka ya dace a aikata alheri ran Asabbaci.”,Of how much more value then is a man than a sheep! Therefore it is lawful to do good on the Sabbath day.”
"Bayan kwana uku sai shugabannin suka zazzaga sansani, suna","After three days, the officers went through the middle of the camp;"
"Shawulu ya tashi daga ƙasa, amma sa’ad da ya buɗe idanunsa bai iya ganin wani abu ba. Saboda haka aka kama hannunsa aka yi masa jagora zuwa cikin Damaskus.","Saul arose from the ground, and when his eyes were opened, he saw no one. They led him by the hand and brought him into Damascus."
Gizagizai da baƙin duhu sun kewaye shi; adalci da gaskiya su ne tushen kursiyinsa.,Clouds and darkness are around him. Righteousness and justice are the foundation of his throne.
"Ya ce musu, “Ku tafi!” Sai suka fita suka shiga cikin aladun, dukan garken kuwa ya gangara a guje daga kan tudun zuwa cikin tafkin aladun kuma suka mutu a cikin ruwa.","He said to them, “Go!” They came out and went into the herd of pigs; and behold, the whole herd of pigs rushed down the cliff into the sea and died in the water."
"Idan girgijen bai tashi ba, ba za su tashi ba, sai a ranar da ya tashi.","but if the cloud wasn’t taken up, then they didn’t travel until the day that it was taken up."
"Ubangiji da girma yake, gama yana zaune a bisa; zai cika Sihiyona cikin gaskiya da adalci.","Yahweh is exalted, for he dwells on high. He has filled Zion with justice and righteousness."
"“Lalle, na san wannan gaskiya ne. Amma ta yaya mutum zai iya zama mai adalci a gaban Allah?","“Truly I know that it is so, but how can man be just with God?"
"Da Yesu ya sauka daga jirgin, sai ga wani mutum mai aljanu daga garin. Mutumin ya daɗe bai sa tufafi ba, kuma ba ya zama a gida. Yana zama a cikin kaburbura.","When Jesus stepped ashore, a certain man out of the city who had demons for a long time met him. He wore no clothes, and didn’t live in a house, but in the tombs."
"Saboda haka ga abin da Ubangiji, Allah na Isra’ila yana ce wa makiyayan da suke lura da mutanena, “Domin kun watsar da garkena kuka kuma kore su ba ku kuma lura da su ba, zan kawo hukunci a kanku saboda muguntar da kuka yi,” in ji Ubangiji.","Therefore Yahweh, the God of Israel, says against the shepherds who feed my people: “You have scattered my flock, driven them away, and have not visited them. Behold, I will visit on you the evil of your doings,” says Yahweh."
"Na tanada wuri saboda akwatin alkawari, akwatin da ya ƙunshi alkawarin da Ubangiji ya yi da kakanninmu sa’ad da ya fitar da su daga Masar.”","There I have set a place for the ark, in which is Yahweh’s covenant, which he made with our fathers when he brought them out of the land of Egypt.”"
"Amma in wani ba shi da su, ba shi da hangen nesa ke nan kuma makaho ne, ya kuma manta cewa an tsarkake shi daga zunubansa na dā.","For he who lacks these things is blind, seeing only what is near, having forgotten the cleansing from his old sins."
"a can ya yi hadaya da shanu da tumaki, ya kuwa aika wa Bala’am da dattawan da suke tare da shi.","Balak sacrificed cattle and sheep, and sent to Balaam, and to the princes who were with him."
"Duk wanda ya zalunci matalauci ya zagi Mahaliccinsu ke nan, amma duk wanda ya yi alheri ga mabukata yana girmama Allah ne.","He who oppresses the poor shows contempt for his Maker, but he who is kind to the needy honors him."
"Dole yă keɓe kansa ga Ubangiji, har kwanakin keɓewarsa, kuma dole yă kawo ɗan rago bana ɗaya a matsayin hadayar laifi. Kwanakin baya ba sa cikin lissafi, domin ya ƙazantu a lokacin keɓewarsa.","He shall separate to Yahweh the days of his separation, and shall bring a male lamb a year old for a trespass offering; but the former days shall be void, because his separation was defiled."
"Amma zan rera game da ƙarfinka, da safe zan rera game da ƙaunarka; gama kai ne mafakata, kagarata a lokacin wahala.","But I will sing of your strength. Yes, I will sing aloud of your loving kindness in the morning. For you have been my high tower, a refuge in the day of my distress."
"’Yar ƙaramar ma ta haifi ɗa, ta kuwa ba shi suna Ben-Ammi, shi ne mahaifin Ammonawa a yau.","The younger also bore a son, and called his name Ben Ammi. He is the father of the children of Ammon to this day."
"’Ya’ya bakwai maza na Sikeba, wani babban firist na Yahudawa, suna yin haka.","There were seven sons of one Sceva, a Jewish chief priest, who did this."
"Suka mallaki ƙasarsa da kuma ƙasar Og sarkin Bashan, sarakuna biyu na Amoriyawa, gabas da Urdun.","They took possession of his land and the land of Og king of Bashan, the two kings of the Amorites, who were beyond the Jordan toward the sunrise;"
"Haske da yana da kyau, abu mai kyau ne kuma idanu su dubi rana.","Truly the light is sweet, and it is a pleasant thing for the eyes to see the sun."
"Ga ni, da yaran da Ubangiji ya ba ni. Mu alamu ne da shaidu a cikin Isra’ila daga Ubangiji Maɗaukaki, wanda yake zama a Dutsen Sihiyona.","Behold, I and the children whom Yahweh has given me are for signs and for wonders in Israel from Yahweh of Armies, who dwells in Mount Zion."
"Sai Ubangiji ya ce wa Musa, “Har yaushe za ku ƙi bin dokokina da umarnaina?","Yahweh said to Moses, “How long do you refuse to keep my commandments and my laws?"
"Attajiran da suka sayar da waɗannan kayayyaki suka kuma sami arzikinsu daga gare ta za su tsaya daga nesa, cike da tsoron ganin azabarta. Za su yi kuka da makoki","The merchants of these things, who were made rich by her, will stand far away for the fear of her torment, weeping and mourning,"
"Ku hankali, ku bi kowane umarnin da nake ba ku a yau, saboda ku rayu, ku ƙaru, ku kuma shiga, ku mallaki ƙasar da Ubangiji ya alkawarta da rantsuwa ga kakanninku.","You shall observe to do all the commandments which I command you today, that you may live, and multiply, and go in and possess the land which Yahweh swore to your fathers."
"duk da haka ko mala’iku ma da suka fi su ƙarfi suka kuma fi su iko, ba sa kawo irin wannan zargi na ɓata suna game da waɗannan talikai a gaban Ubangiji.","whereas angels, though greater in might and power, don’t bring a slanderous judgment against them before the Lord."
"“ ‘In da rago ne za a miƙa, to, sai a shirya hadaya ta gari mai laushi, garin yă zama kashi biyu bisa goma na efa. A kwaɓa shi da kashi ɗaya bisa uku na garwan mai,","“‘For a ram, you shall prepare for a meal offering two tenths of an ephah of fine flour mixed with the third part of a hin of oil;"
"Bisa da kansa kuwa, an kafa rubutun zargin da aka yi masa, da ya ce, Wannan shi ne Yesu Sarkin Yahudawa.","They set up over his head the accusation against him written, “THIS IS JESUS, THE KING OF THE JEWS.”"
"Sun fi nisan sama tudu, me za ka iya yi? Sun fi zurfin kabari zurfi, me za ka sani?",They are high as heaven. What can you do? They are deeper than Sheol. What can you know?
"Kada ku ƙara, kada ku rage daga cikin abin da nake umarce ku. Amma ku kiyaye umarnan nan na Ubangiji Allahnku, da na ba ku.","You shall not add to the word which I command you, neither shall you take away from it, that you may keep the commandments of Yahweh your God which I command you."
"A maimakon haka, “In abokin gābanka yana jin yunwa, ka ciyar da shi; in yana jin ƙishirwa, ka ba shi ruwan sha. Ta yin haka, za ka tara garwashin wuta a kansa.”","Therefore “If your enemy is hungry, feed him. If he is thirsty, give him a drink; for in doing so, you will heap coals of fire on his head.”"
"Sai ga waɗansu mutane suka kawo wani shanyayye a kan tabarma. Suka yi ƙoƙari su shigar da shi cikin gidan, domin su kwantar da shi a gaban Yesu.","Behold, men brought a paralyzed man on a cot, and they sought to bring him in to lay before Jesus."
"In kuka juya wa Ubangiji baya, kuka bauta wa waɗansu alloli, zai juya yă kawo muku bala’i, yă hallaka ku, yă kawo ƙarshenku.”","If you forsake Yahweh, and serve foreign gods, then he will turn and do you evil, and consume you, after he has done you good.”"
Ta haka mallakar Lawiyawa da mallakar birnin za su kasance a tsakiyar wurin da yake na sarki. Wurin da yake na sarki zai kasance tsakanin iyakar Yahuda da iyakar Benyamin.,"Moreover, from the possession of the Levites, and from the possession of the city, being in the middle of that which is the prince’s, between the border of Judah and the border of Benjamin, shall be for the prince."
"A waɗancan kwanaki, Kaisar Augustus ya ba da doka cewa ya kamata a yi ƙidaya a dukan masarautar Roma.","Now in those days, a decree went out from Caesar Augustus that all the world should be enrolled."
"Sa’ad da kuka ’yantar da shi kada ku damu, gama shekara shida ya yi muku bauta wadda ta ninka ta ɗan ƙodago. Ubangiji Allahnku kuwa zai albarkace ku a kome da kuke yi.","It shall not seem hard to you when you let him go free from you, for he has been double the value of a hired hand as he served you six years. Yahweh your God will bless you in all that you do."
"Ubangiji ya ce wa Musa,","Yahweh spoke to Moses, saying,"
"Ubangiji zai maido da darajar Yaƙub, kamar ta Isra’ila, ko da yake masu washewa sun washe su suka kuma lalatar da inabinsu.","For Yahweh restores the excellency of Jacob as the excellency of Israel, for the destroyers have destroyed them and ruined their vine branches."
"Kada ku karɓi riba ta kowace iri daga gare shi, amma ku ji tsoron Allahnku, saboda mutumin ƙasarku yă ci gaba da zama a cikinku.","Take no interest from him or profit; but fear your God, that your brother may live among you."
"kamar yadda babban firist da dukan Majalisa za su iya shaida. Na ma karɓi wasiƙu daga gare su zuwa ga ’yan’uwansu a Damaskus, na kuma tafi can don in kawo waɗannan mutane a daure zuwa Urushalima don a hukunta su.","as also the high priest and all the council of the elders testify, from whom also I received letters to the brothers, and traveled to Damascus to bring them also who were there to Jerusalem in bonds to be punished."
"Saboda ƙaruwar mugunta, ƙaunar yawanci za tă yi sanyi,","Because iniquity will be multiplied, the love of many will grow cold."
Dukan Isra’ila daga Dan har Beyersheba suka shaida amincin Sama’ila annabi ne na Ubangiji.,All Israel from Dan even to Beersheba knew that Samuel was established to be a prophet of Yahweh.
"Zan sa koguna su malalo a ƙeƙasassun tuddai, maɓulɓulan ruwa kuma a kwaruruka. Zan mai da hamada tafkunan ruwa, busasshiyar ƙasa kuma ta zama maɓulɓulan ruwa.","I will open rivers on the bare heights, and springs in the middle of the valleys. I will make the wilderness a pool of water, and the dry land springs of water."
"Abin da Hezekiya ya yi ke nan ko’ina a Yahuda, yana yin abin da yake da kyau, daidai da kuma mai aminci a gaban Ubangiji Allahnsa.","Hezekiah did so throughout all Judah; and he did that which was good, right, and faithful before Yahweh his God."
"Sai ya shiga filin haikali, ya fara korar masu sayar da kaya.","He entered into the temple and began to drive out those who bought and sold in it,"
"Yanzu kam, ina hanyata zuwa Urushalima don in kai gudummawa ga tsarkaka a can.","But now, I say, I am going to Jerusalem, serving the saints."
"Ya zaɓi firistoci su yi aikinsu, sai ya ƙarfafa su su yi aikin da kyau a hidimar haikalin Ubangiji.",He set the priests in their offices and encouraged them in the service of Yahweh’s house.
"Yayinda Dawuda yake zaune tsakanin ƙofofin ciki da na waje, sai mai tsaro ya hau rufin ginin da yake kan hanyar shiga ta wajen katanga. Da ya duba sai ya ga wani mutum shi kaɗai yana gudu.","Now David was sitting between the two gates; and the watchman went up to the roof of the gate to the wall, and lifted up his eyes and looked, and, behold, a man running alone."
"Ba a ba mu wata alama mai banmamaki ba; ba sauran annabawan da suka ragu, kuma babu waninmu da ya sani har yaushe wannan zai ci gaba.","We see no miraculous signs. There is no longer any prophet, neither is there among us anyone who knows how long."
"Kwanaki 180 cif, ya nuna yawan dukiyar masarautarsa, da ɗaukakarta da kuma darajar girmansa.","He displayed the riches of his glorious kingdom and the honor of his excellent majesty many days, even one hundred eighty days."
"Yanzu ku daina ba’arku, in ba haka ba sarƙoƙinku za su ƙara nauyi; Ubangiji, Ubangiji Maɗaukaki, ya faɗa mini game da hallakar da aka ƙaddara a kan dukan ƙasar.","Now therefore don’t be scoffers, lest your bonds be made strong; for I have heard a decree of destruction from the Lord, Yahweh of Armies, on the whole earth."
Manyan firistoci suka zarge shi a kan abubuwa da yawa.,The chief priests accused him of many things.
"Mata, ku yi biyayya ga mazanku, yadda ya dace cikin Ubangiji.","Wives, be in subjection to your husbands, as is fitting in the Lord."
"Ni ne Allah na Betel, inda ka zuba wa al’amudi mai, da kuma inda ka yi mini alkawari. Yanzu ka bar wannan ƙasa nan take, ka koma ƙasarka ta ainihi.’ ”","I am the God of Bethel, where you anointed a pillar, where you vowed a vow to me. Now arise, get out from this land, and return to the land of your birth.’”"
"Sai Yesu ya ce, “Ni mai maganan nan da ke, Ni ne shi.”","Jesus said to her, “I am he, the one who speaks to you.”"
"Ta haka Yusuf ya zaunar da mahaifinsa da ’yan’uwansa a Masar, ya ba su mallaka a sashe mafi kyau na ƙasar, a yankin nan na Rameses, kamar yadda Fir’auna ya umarta.","Joseph placed his father and his brothers, and gave them a possession in the land of Egypt, in the best of the land, in the land of Rameses, as Pharaoh had commanded."
"A ƙarshe masu gadin haikali suka koma wurin manyan firistocin da Farisiyawa, waɗanda suka tambaye su cewa, “Don me ba ku kawo shi nan ba?”","The officers therefore came to the chief priests and Pharisees; and they said to them, “Why didn’t you bring him?”"
"Za ku fita da farin ciki a kuma bi da ku da salama; duwatsu da tuddai za su ɓarke da waƙa a gabanku, dukan itatuwan jeji kuma za su tafa hannuwansu.","For you shall go out with joy, and be led out with peace. The mountains and the hills will break out before you into singing; and all the trees of the fields will clap their hands."
"Ta wurin bangaskiya ne katangar Yeriko ta rushe, bayan mutane suka yi ta kewaye ta har kwana bakwai.",By faith the walls of Jericho fell down after they had been encircled for seven days.
"duk waɗanda suke da niyya, waɗanda kuma zukatansu suka motsa su, suka kawo kyautai wa Ubangiji, don aikin Tentin Sujada, don duk aikinsa, da don tsarkakakkun riguna.","They came, everyone whose heart stirred him up, and everyone whom his spirit made willing, and brought Yahweh’s offering for the work of the Tent of Meeting, and for all of its service, and for the holy garments."
"Yonatan ya ce wa saurayin mai ɗaukan makamai, “Zo mu haye zuwa mashigin mutane marasa kaciyan nan, wataƙila Ubangiji zai yi aiki a madadinmu. Ba abin da zai iya hana Ubangiji yin aikin ceto ta wurin mutane masu yawa, ko ta wurin mutane kaɗan.”","Jonathan said to the young man who bore his armor, “Come! Let’s go over to the garrison of these uncircumcised. It may be that Yahweh will work for us, for there is no restraint on Yahweh to save by many or by few.”"
"“Sa’ad da za ku ƙidaya Isra’ilawa, dole kowanne yă biya domin yă fanshe kansa ga Ubangiji a lokacin da aka ƙidaya shi. Ta haka babu wata annobar da za tă buge su sa’ad da kuke ƙidaya su.","“When you take a census of the children of Israel, according to those who are counted among them, then each man shall give a ransom for his soul to Yahweh when you count them, that there be no plague among them when you count them."
"Ubangiji ya yi umarni, mutane masu yawa ne suka yi shelarsa,",The Lord announced the word. The ones who proclaim it are a great company.
"Kaitonki, Mowab! Gunkinki Kemosh ya yashe mutanenki; aka kuma kama su, aka kai su bauta wajen Sihon sarkin Amoriyawa.","Woe to you, Moab! You are undone, people of Chemosh! He has given his sons as fugitives, and his daughters into captivity, to Sihon king of the Amorites."
"Da Midiyawa suka matsa musu sosai, sai Isra’ilawa suka yi wa kansu mafakai a rammukan duwatsu, kogona da kuma mafaka.","The hand of Midian prevailed against Israel; and because of Midian the children of Israel made themselves the dens which are in the mountains, the caves, and the strongholds."
"Wannan ya ci gaba shekara da shekaru. Duk lokacin da Hannatu ta haura zuwa haikalin Ubangiji, sai kishiyarta tă tsokane ta har tă yi ta kuka tă kuma ƙi cin abinci.","So year by year, when she went up to Yahweh’s house, her rival provoked her. Therefore she wept, and didn’t eat."
"Zanowa, En Gannim, Taffuwa, Enam,","Zanoah, En Gannim, Tappuah, Enam,"
"Na dai san ku zuriyar Ibrahim ne. Duk da haka kuna shiri ku kashe ni, don maganata ba ta da wurin zama a cikinku.","I know that you are Abraham’s offspring, yet you seek to kill me, because my word finds no place in you."
"Andarawus, Filibus, Bartolomeyu, Mattiyu, Toma, Yaƙub ɗan Alfayus, Taddayus, Siman wanda ake kira Zilot,","Andrew; Philip; Bartholomew; Matthew; Thomas; James, the son of Alphaeus; Thaddaeus; Simon the Zealot;"
"Wawa yakan nuna fushinsa a fili, amma mai hikima kan kanne fushinsa.","A fool vents all of his anger, but a wise man brings himself under control."
Zukatansu ta karaya; suka fito da rawan jiki daga kagararsu.,"The foreigners will fade away, and will come trembling out of their close places."
"Da tsakar rana, Iliya ya fara yin musu ba’a. Ya ce, “Ku yi ihu da ƙarfi, tabbatacce shi allah ne! Mai yiwuwa yana cikin zurfin tunani, ko dai aiki ya yi masa yawa, ko ya yi tafiya. Mai yiwuwa yana barci ne, dole a tashe shi.”","At noon, Elijah mocked them, and said, “Cry aloud, for he is a god. Either he is deep in thought, or he has gone somewhere, or he is on a journey, or perhaps he sleeps and must be awakened.”"
Yakan sa masu iko su ji kunya yă kuma ƙwace ƙarfin masu ƙarfi.,"He pours contempt on princes, and loosens the belt of the strong."
"Da sarkin Isra’ila ya karanta wasiƙar, sai ya yayyage tufafinsa, ya ce, “Ni Allah ne? Zan iya ɗauke rai ko in mai da shi? Me ya sa wannan mutum ya turo mini wannan mutum in warkar da kuturtarsa? Dubi fa yadda yake nemana da faɗa!”","When the king of Israel had read the letter, he tore his clothes and said, “Am I God, to kill and to make alive, that this man sends to me to heal a man of his leprosy? But please consider and see how he seeks a quarrel against me.”"
