hausa,english,confidence_score
tsarkakakke,pronounce,0.4286
santsi,slippery,0.4286
shanyayyu,maimed,0.4286
cike,full,0.4282
tsoron,fear,0.4275
tushen,foundation,0.427
tsaya,stood,0.4268
fushi,anger,0.4263
murna,glad,0.426
waƙoƙi,songs,0.4255
tasa,ninety,0.4255
yan,brothers,0.4251
nama,meat,0.4247
banrazana,awesome,0.4242
tulun,jar,0.4242
aske,shave,0.4231
bakunansu,mouths,0.4231
gadona,couch,0.4211
yanci,liberty,0.4211
ƙeta,malice,0.4211
tsibin,heaps,0.4211
ƙwaƙule,fetters,0.4211
bawanka,servant,0.4201
sararin,sky,0.4198
waɗanda,those,0.4194
iyakar,border,0.4176
watanni,months,0.4167
zaƙi,honeycomb,0.4167
taurin,stubbornness,0.4167
tuƙuru,diligent,0.4167
ɗamarar,skillfully,0.4167
tanƙware,bent,0.4167
yanzu,now,0.4152
tattara,gather,0.415
kyau,good,0.4149
fikafikansu,wings,0.4146
kuɗi,money,0.4145
albarkace,bless,0.4141
ɗaukakar,glory,0.4141
farin,joy,0.414
jaka,bag,0.4138
harshen,flame,0.4138
kursiyin,throne,0.4135
baƙi,strangers,0.4133
ƙazantar,defile,0.4125
taimake,help,0.4125
naka,yours,0.4122
gangan,unwittingly,0.4118
raye,lives,0.4115
azin,preached,0.4107
ba,t,0.4107
asirin,mystery,0.4103
wauta,folly,0.4103
yardajje,accepted,0.4103
ramin,den,0.4103
azi,preach,0.4096
sadu,meet,0.4091
ƙaunataccena,beloved,0.4091
tawali,humility,0.4091
naƙuda,travail,0.4082
tsara,generation,0.4079
ruga,ran,0.4071
gaya,tell,0.407
rubuta,write,0.4055
koyarwa,teaching,0.4054
shuki,sow,0.4054
ƙofofin,doors,0.4051
alkawari,covenant,0.405
yashe,forsaken,0.4046
canja,changed,0.4043
kowane,every,0.4022
daure,bound,0.402
kusa,near,0.4018
umarce,commanded,0.4012
ƙasusuwan,bones,0.4
kayayyakin,vessels,0.4
ƙahon,horn,0.4
wataƙila,perhaps,0.4
mare,cheek,0.4
dakalin,panels,0.4
zazzage,insulted,0.4
markus,mark,0.4
sabunta,renew,0.4
kwanto,ambush,0.4
ƙafafun,legs,0.4
haukace,insane,0.4
kuturu,leper,0.4
tsabtacce,cleansed,0.4
alkawaran,promises,0.4
sulhu,reconciliation,0.4
gungurar,rolled,0.4
laka,mire,0.4
ambaliya,flood,0.4
garaje,rash,0.4
masifu,evils,0.4
maɓulɓula,fountain,0.4
cinyewa,devouring,0.4
wari,foul,0.4
hayar,leased,0.4
ƙarafan,pins,0.4
magani,balm,0.4
gwiwa,knee,0.4
murhu,oven,0.4
kaɗai,alone,0.3973
cece,save,0.3964
rantsuwar,oath,0.3958
ikkilisiya,assembly,0.3954
kansa,himself,0.3951
farka,awake,0.3947
tsummoki,sackcloth,0.3939
ƙarya,false,0.3936
ɓoye,hidden,0.3924
matsin,press,0.3913
yabi,praise,0.391
ji,heard,0.3907
tsaye,standing,0.3905
gandu,forced,0.3902
nesa,far,0.3898
jinƙanka,mercies,0.3889
noma,plow,0.3889
azanci,simple,0.3889
ƙidaya,counted,0.3886
hatimi,engravings,0.3871
azantar,comforted,0.3871
tsofaffi,aged,0.3871
toho,bud,0.3871
zo,came,0.3868
kunya,disappointed,0.3866
tsawata,rebuke,0.3853
kafaɗunsu,shoulders,0.3846
ƙwarƙwarar,concubine,0.3846
sahihiyar,doctrine,0.3846
tafkin,lake,0.3846
juna,another,0.3842
ƙauna,love,0.3837
ginshiƙi,pillar,0.383
saurare,listen,0.3824
mata,daughters,0.3818
zuriyarka,offspring,0.381
igiyar,plumb,0.381
adalcina,cleanness,0.381
ruɓa,decay,0.381
yayin,chaff,0.381
fansarki,redeemer,0.381
tsit,calm,0.381
hanyoyinku,amend,0.381
jarumawa,valor,0.38
bayan,after,0.3791
ruwaye,waters,0.3789
roƙonku,beg,0.3784
auren,wedding,0.3784
sandan,rod,0.378
rafuffuka,streams,0.3774
matsara,guard,0.377
kisankai,murder,0.3768
kahu,established,0.3761
shayarwa,bearer,0.375
wainar,cake,0.375
shela,shelah,0.375
tsage,split,0.375
hatimce,sealed,0.375
bayinta,maidens,0.375
tafin,sole,0.375
hancinki,nose,0.375
leƙo,spied,0.375
tallafe,dash,0.375
tsawatata,reproof,0.375
barazana,threats,0.375
kaza,pleiades,0.375
raga,grating,0.375
hijira,fugitives,0.375
kashedi,warning,0.375
tarkon,fowler,0.375
wuri,sanctuary,0.374
labulen,veil,0.3736
bisa,according,0.3736
ceto,saved,0.3729
rabi,cubit,0.3729
hallakarwa,destroyer,0.3721
namu,ours,0.3721
sandar,scepter,0.3721
mafi,most,0.3718
daraja,precious,0.3713
tawaye,rebellious,0.3709
makoki,mourning,0.3707
rawar,tremble,0.3704
gyaran,repair,0.3704
kango,desolation,0.3699
mamaki,marveled,0.3697
gado,bed,0.3696
ruɗu,deceit,0.3696
haifa,born,0.3684
kash,ah,0.3684
abubuwa,things,0.3681
albarkar,blessing,0.3678
rubutun,writing,0.3673
kasuwa,merchants,0.3673
hadayarta,continual,0.3673
yanƙwane,withered,0.3673
tsakiyar,middle,0.3672
zub,shed,0.3667
garkunan,herds,0.3667
kawunan,heads,0.3663
hallaka,destroy,0.3663
fara,began,0.3663
shugaban,captain,0.3656
kwana,days,0.3636
sauran,rest,0.3636
saya,buy,0.3636
yanar,capitals,0.3636
iyayengijinku,masters,0.3636
ɗacin,bitterness,0.3636
sace,stolen,0.3636
nufa,purposed,0.3636
jama,congregation,0.3631
s,again,0.3631
tare,with,0.3625
mutane,people,0.3622
rabo,portion,0.3608
kawo,bring,0.3598
gwada,test,0.3597
tsararraki,generations,0.359
girman,proud,0.359
ƙaunace,loved,0.3582
taru,gathered,0.3581
sowa,shout,0.3579
sha,drink,0.3576
aikin,work,0.3575
ɗaya,one,0.3572
yankan,cutters,0.3571
zurfi,deep,0.3571
garke,flock,0.3571
gajiyar,wearied,0.3571
uwansa,brother,0.3563
kauce,astray,0.3559
tattaka,straw,0.3556
zubi,molten,0.3556
ƙazantu,unclean,0.3554
yaya,how,0.3533
rai,life,0.3529
ƙarƙashinsa,subjected,0.3529
kayanka,baggage,0.3529
shugabanninku,leaders,0.3529
barbara,rods,0.3529
albarkun,blessings,0.3529
harsunansu,tongues,0.3529
ƙyamarsu,alienated,0.3529
aurenta,pledged,0.3529
talauta,sells,0.3529
fitowar,sunrise,0.3529
tuluna,pitchers,0.3529
saɓon,blasphemy,0.3529
albashin,denarii,0.3529
shaƙe,choked,0.3529
mugunta,evil,0.3528
ne,is,0.3524
shaidar,testimony,0.3521
kashe,killed,0.3521
gaskiya,truth,0.3514
zaune,sitting,0.3513
tsabta,clean,0.3511
ruɗe,deceived,0.3509
takawa,walking,0.3509
shari,judgment,0.3507
murya,loud,0.3502
dona,heritage,0.35
tafiya,walk,0.3495
wanda,who,0.3495
ƙasƙantar,humbled,0.3492
magana,speak,0.349
kagarar,stronghold,0.3478
baye,gifts,0.3478
autan,youngest,0.3478
hayaniya,uproar,0.3478
ganyayensa,leaves,0.3478
sarƙar,chain,0.3478
jinkiri,delay,0.3478
kakaki,alarm,0.3478
ƙarfafawa,encouragement,0.3478
kafaɗa,straps,0.3478
ɗaga,lifted,0.3471
juya,turned,0.3468
waɗansu,some,0.3467
gara,better,0.3467
ana,canaan,0.3464
fafari,pursued,0.3462
ɗi,fell,0.3459
abokansa,friends,0.3457
bayyana,revealed,0.3454
fahimci,understand,0.3453
tsarkake,sanctify,0.3452
ƙiba,fattened,0.3448
fadada,enlarged,0.3448
adawa,contrary,0.3448
littafi,scroll,0.3438
gashi,hairy,0.3429
ƙarshen,end,0.3427
tafi,go,0.3423
miƙa,offer,0.3422
halitta,creation,0.3421
ƙara,more,0.3421
allahnmu,our,0.3416
bulala,scourge,0.3415
mahaifinsa,father,0.3409
iya,can,0.3387
can,there,0.3387
tufafinsa,tore,0.3385
cinye,devoured,0.338
matansu,wives,0.3378
tattake,tread,0.3377
zaɓa,chosen,0.3376
mazaunan,inhabitants,0.3359
tsira,escape,0.3356
maigidansa,master,0.3353
kakanninku,fathers,0.3349
ƙanƙanta,least,0.3333
zaɓi,chose,0.3333
hori,hori,0.3333
baitulmali,treasuries,0.3333
yardar,willingly,0.3333
gwanin,colors,0.3333
shaidarsa,testifies,0.3333
wartsake,refresh,0.3333
nannaɗe,wrapped,0.3333
biyayyarku,obedience,0.3333
fansa,vengeance,0.3333
jaririn,baby,0.3333
mafarkai,dreams,0.3333
dushe,dim,0.3333
ambace,mention,0.3333
annobai,plagues,0.3333
iyayen,parents,0.3333
kagarun,palaces,0.3333
haskakawa,shining,0.3333
shelarsa,publish,0.3333
jure,endured,0.3333
baƙunci,aliens,0.3333
gabagadi,boldly,0.3333
more,moreh,0.3333
kusaci,approach,0.3333
sheƙarsa,nest,0.3333
ciniki,purchase,0.3333
garwan,bath,0.3333
mahaliccinsu,maker,0.3333
mulki,reign,0.3327
kaɗan,few,0.3316
kunne,ear,0.3315
baka,bow,0.3307
iko,lord,0.3304
fushin,wrath,0.3303
tausayin,compassion,0.3294
fararen,white,0.3291
kamannin,likeness,0.3273
gunki,carved,0.3265
mayar,restore,0.3262
saboda,therefore,0.3259
alƙalai,judges,0.3256
jefa,cast,0.3251
girgiza,shaken,0.325
hanyoyi,paths,0.325
tarayya,partakers,0.3243
dariya,laugh,0.3243
gefe,side,0.3242
shelar,proclaim,0.3235
biyayya,obey,0.3235
yaushe,long,0.3228
lada,reward,0.3226
ɓad,disguised,0.3226
nutse,sink,0.3226
rum,western,0.3226
hannun,hand,0.3216
r,array,0.32
annabcin,prophecy,0.32
gamshe,pleasing,0.32
shaida,witness,0.32
salkar,container,0.32
bangaskiyarsu,unbelief,0.32
anoni,curses,0.32
matasa,youths,0.32
4,reeds,0.32
ganewa,understanding,0.3196
kwanta,lie,0.3187
bushe,dried,0.3186
ƙin,hates,0.3182
warkarwa,healing,0.3182
ɗauki,took,0.3163
zuriya,listed,0.3158
gurbi,example,0.3158
tagullar,burnished,0.3158
tukunya,pot,0.3158
ƙarasa,ended,0.3158
haifaffun,native,0.3158
nishina,groaning,0.3158
haihuwar,birthday,0.3158
tabon,deeper,0.3158
ribar,credit,0.3158
nuna,show,0.3148
harshe,language,0.3146
kyautar,gift,0.3143
gwani,skillful,0.3137
mamakin,astonished,0.3137
kabilarsu,upward,0.3133
yaƙi,battle,0.3132
roƙe,begged,0.313
arewancin,northward,0.3125
rufe,covered,0.3125
bebe,mute,0.3125
mudu,measures,0.3125
maɓulɓular,spring,0.3125
farat,suddenly,0.3125
kaina,myself,0.3123
kukata,petitions,0.3111
siffanta,formed,0.3111
hali,courageous,0.3107
suma,faint,0.3103
manne,cling,0.3103
yantar,free,0.3097
kalmomin,words,0.3091
tambaye,asked,0.3084
hanyar,way,0.3083
bai,didn,0.3079
hidima,minister,0.3077
ƙirga,count,0.3077
ƙafafunsa,feet,0.3077
harbi,shoot,0.3077
riba,gain,0.3077
ganyaye,herbs,0.3077
ƙazamar,dishonest,0.3077
kansu,themselves,0.3075
ma,also,0.3062
sauri,quickly,0.3056
jira,wait,0.3051
riɓaɓɓanya,multiply,0.3051
tufafi,clothing,0.3049
lokaci,time,0.3045
hadayu,sacrifices,0.3039
kunyar,ashamed,0.3038
rauni,wounded,0.3038
domin,because,0.3034
aboki,friend,0.303
uwanki,sisters,0.303
hauka,madness,0.303
tsaro,watchman,0.3023
kamata,ought,0.3022
aibi,blameless,0.3019
leɓunan,lips,0.3014
tabbatacce,surely,0.3004
natsuwa,quietness,0.3
nawaita,burdened,0.3
tsokanar,provocation,0.3
ramako,avenger,0.3
haɗama,greedy,0.3
fasaha,workmanship,0.3
siffofi,detestable,0.3
shugabannin,captains,0.2993
sani,knowledge,0.2988
raba,divide,0.2985
aminci,faithful,0.298
iyayengiji,lords,0.2979
tukunyar,vessel,0.2979
shimfiɗa,spread,0.2974
shirya,prepared,0.2967
tara,ninth,0.2967
makamansa,armor,0.2963
tambayoyi,questions,0.2963
kwaɗayi,covetousness,0.2963
muhawwara,reasoned,0.2963
yafe,forgave,0.2963
raina,soul,0.2947
mahaifin,became,0.2941
musamman,especially,0.2941
tawayen,rebellion,0.2941
ayyukanku,doings,0.2941
wuya,hard,0.2936
zunubanmu,iniquities,0.2933
danne,oppressed,0.2927
firiya,fly,0.2927
taro,convocation,0.2917
zauna,dwell,0.2911
girmama,honor,0.291
yiwuwa,possible,0.2903
gargaɗe,warned,0.2899
ƙarfi,strong,0.2895
game,concerning,0.2878
haka,so,0.2877
umarnanka,commandments,0.2874
sawwaƙe,forbid,0.2857
18,eighteen,0.2857
roƙonka,please,0.2857
barkatai,sycamore,0.2857
dukiyarku,substance,0.2857
kayayyakinsa,furniture,0.2857
jarrabce,tempted,0.2857
mafifici,excellent,0.2857
tsire,plants,0.2857
dame,bother,0.2857
raunin,wound,0.2857
fafare,pursue,0.2857
akari,prudent,0.2857
saɓo,blaspheme,0.2857
warwatse,dispersed,0.2857
yankunan,regions,0.2857
matse,presses,0.2857
karuwancinki,prostitution,0.2857
karkace,crooked,0.2857
ƙanshin,smell,0.2857
wadatar,reverse,0.2857
bukatarsa,needs,0.2857
taron,multitude,0.2846
shawarar,counsel,0.284
ginin,building,0.2832
karɓi,received,0.2813
ƙarami,small,0.2812
ƙazanta,uncleanness,0.2812
sarauta,royal,0.2807
lissafta,accounted,0.2807
gidaje,houses,0.2805
bashe,betrayed,0.28
zafin,fierce,0.28
adam,mankind,0.28
cika,filled,0.2798
girma,great,0.2797
ciwo,sick,0.2791
gani,see,0.2787
ihu,cried,0.278
shiga,into,0.2779
jefar,thrown,0.2778
jimrewa,perseverance,0.2778
neman,seek,0.2773
razana,terror,0.2772
hukunta,punish,0.2767
kori,drive,0.2764
babu,no,0.276
yabon,praising,0.2759
farkon,beginning,0.2759
naɗaɗɗen,seals,0.2759
fuskarsa,face,0.2752
ikon,power,0.2751
cikakke,perfect,0.2745
ido,eye,0.2732
kome,nothing,0.2728
ambaci,mentioned,0.2727
rawa,dancing,0.2727
jimre,endure,0.2727
fansar,redemption,0.2727
bashin,owed,0.2727
hukuncinsu,visitation,0.2727
kututturen,roots,0.2727
taimakona,helper,0.2727
soki,pierce,0.2727
rigyawa,overflowing,0.2727
rigarsa,garment,0.2718
zuga,stirred,0.2712
karkiyar,yoke,0.2712
wadata,wealth,0.2708
komandodin,hundreds,0.2703
kanmu,ourselves,0.2703
tak,once,0.2703
ciwon,sickness,0.2703
kwano,dish,0.2703
wahala,trouble,0.2698
adadin,ordinance,0.2692
riguna,garments,0.2687
ƙafa,foot,0.2685
maimakon,instead,0.2685
masujadan,places,0.2667
kishin,envy,0.2667
renon,nurse,0.2667
makaman,weapons,0.2667
murƙushe,crush,0.2667
koma,return,0.2663
hanyoyinsa,ways,0.2656
gawawwaki,bodies,0.2647
tuɓe,strip,0.2647
nasu,theirs,0.2642
horo,discipline,0.2642
ninki,double,0.2632
iri,seed,0.2629
gamshi,pleases,0.2623
taguwa,robe,0.2609
gamsu,content,0.2609
riyata,defense,0.2609
ƙarairayi,lies,0.2609
wahalolin,sufferings,0.2609
hatsari,danger,0.2609
laƙwas,feeble,0.2609
hurawa,stubble,0.2609
ganye,leaf,0.2609
uwarta,treacherous,0.2609
sassaƙa,engraved,0.2597
danƙa,entrusted,0.2593
lissafi,account,0.2581
amanar,treacherously,0.2581
reni,contempt,0.2581
nonanki,breasts,0.2581
tsammani,think,0.2577
yini,nights,0.2574
yayinda,while,0.2573
ado,embroidered,0.2571
shafe,anointed,0.2569
bayinka,servants,0.2569
aukar,accomplish,0.2564
tussan,foundations,0.2564
hidimar,service,0.2559
hannuwansu,hands,0.2553
cuta,disease,0.2553
tsufa,age,0.2549
daram,firm,0.254
doron,surface,0.2535
kwance,lying,0.2535
bakina,mouth,0.2535
maƙiyansa,adversaries,0.2532
dukiya,treasure,0.2532
ƙwanƙolin,top,0.2526
tumɓuke,plucked,0.25
ɓangarori,doorkeepers,0.25
16,sixteen,0.25
fasalin,pattern,0.25
haramta,devoted,0.25
tentunan,tents,0.25
tik,bare,0.25
yarjejjeniya,treaty,0.25
zarar,soon,0.25
aikina,worker,0.25
makyarkyata,trembled,0.25
cim,overtake,0.25
jakadu,ambassadors,0.25
gasa,roasted,0.25
tilasta,compelled,0.25
tsalle,leap,0.25
kakanni,forefathers,0.25
yaɗu,scab,0.25
sanar,known,0.2483
aka,was,0.2475
shirye,ready,0.2468
ɗanyen,green,0.2449
zalunci,oppress,0.2449
saye,clothed,0.2446
fil,ancient,0.2439
ƙaƙaf,utterly,0.2435
haƙuri,patience,0.2432
bugi,strike,0.2431
samaniya,heavenly,0.2424
shuɗewa,passing,0.2424
ɗiba,handful,0.2424
doguwar,sash,0.2424
baiwa,maid,0.2424
tuttuɓe,stripped,0.24
ƙashin,bone,0.24
cikakkiya,perfected,0.24
tsagaggun,rocks,0.24
karkaɗe,shook,0.24
roƙona,petition,0.24
saifires,cypress,0.24
kyansa,beauty,0.24
mece,ails,0.24
wasa,sharpen,0.24
tsayayya,resist,0.24
zuciyata,heart,0.2398
bishe,led,0.2388
iyakokin,ends,0.2381
mahaifa,womb,0.2381
gaggauta,hurry,0.2381
zuba,poured,0.2379
fadar,palace,0.2373
mazauninka,dwelling,0.2368
kashi,part,0.2358
faru,happened,0.2353
shekarun,reckon,0.2353
dangi,relative,0.2353
masifarsu,calamity,0.2353
nome,plowed,0.2353
mallakar,jubilee,0.2353
dole,must,0.2351
mayaƙa,army,0.2345
ciyar,feed,0.234
ɗayan,other,0.2336
abu,thing,0.2336
ayyukansa,deeds,0.2333
so,want,0.2331
bayina,sending,0.2326
miƙe,straight,0.2319
baƙin,sorrow,0.2317
katangarki,walls,0.2308
fariya,arrogant,0.2308
roƙonsu,maintain,0.2308
bayansu,backs,0.2308
kwararo,flow,0.2308
zukatan,hearts,0.2297
dangina,relatives,0.2295
gwiwoyin,knees,0.2286
gaggawa,haste,0.2286
amfaninta,yield,0.2286
sami,found,0.2277
rikici,violence,0.2273
wajen,toward,0.2271
cuce,hurt,0.2264
jikin,body,0.2244
kwashe,carried,0.2242
baiwar,healings,0.2222
tafiyar,journey,0.2222
faman,labors,0.2222
anar,mean,0.2222
kabarinta,grave,0.2222
wawiya,mocked,0.2222
dattijo,elder,0.2222
mazauninsa,habitation,0.2222
maƙwabtanmu,neighbors,0.2222
gyara,correction,0.2222
tsakanina,token,0.2222
masifar,pronounced,0.2222
jagora,guides,0.2222
karkashe,edge,0.2209
mashigin,entry,0.2182
share,sweep,0.2174
ƙi,rejected,0.2163
tentinsa,pitched,0.2162
masifa,disaster,0.2162
tunaninsu,thoughts,0.2162
hanyoyin,walked,0.2156
ƙarfafa,strengthen,0.2152
riƙe,hold,0.215
bukatarki,granted,0.2143
rigarka,cloak,0.2143
kogwannin,strongholds,0.2143
lilo,hang,0.2143
motsi,rushing,0.2143
idodin,elemental,0.2143
gangara,down,0.2139
irin,such,0.2136
nasara,prosper,0.2132
bar,left,0.2131
martaba,honorable,0.2128
hukunce,judgments,0.2128
mutunci,integrity,0.2128
shugabanni,rulers,0.2125
ai,ai,0.212
keɓe,dedicated,0.2119
mallakarsa,property,0.2105
shiryen,plans,0.2105
alherinka,goodness,0.2105
yantacce,slave,0.2105
roƙo,intercession,0.2105
duba,behold,0.2103
raunana,weak,0.209
madadin,behalf,0.209
sojoji,soldiers,0.209
zuriyarsu,descendants,0.2083
fata,leather,0.2083
ƙuruciyarka,youth,0.2078
kursiyi,sits,0.2069
himma,zealous,0.2069
taki,backward,0.2069
kamammu,captives,0.2069
ƙirƙiro,devise,0.2069
farillai,laws,0.2069
ƙafafu,fours,0.2069
shugaba,males,0.2062
ƙwarai,very,0.2056
roƙa,ask,0.2051
baza,slander,0.2051
aure,marry,0.2047
tsare,preserve,0.2037
daɗewa,shortly,0.2034
wutar,burning,0.2029
darajar,majesty,0.2022
marmarin,longed,0.2
danniyar,oppression,0.2
tsada,expensive,0.2
kururuwa,wail,0.2
dalili,wrongfully,0.2
hawa,stories,0.2
zaga,march,0.2
hannuwa,unwashed,0.2
shugabanci,judged,0.1978
yaƙe,wars,0.1972
mayanka,slaughter,0.1967
ɗibiya,laying,0.1967
durƙusa,knelt,0.1967
biya,pay,0.1955
maƙiya,adversary,0.1951
lafiyayye,restored,0.1935
riya,careless,0.1935
gida,home,0.1916
ratsa,through,0.1908
bukaci,require,0.1905
ƙaramar,younger,0.1905
ƙaruwa,increased,0.1905
baƙuwar,foreign,0.1905
ƙuna,kindled,0.1897
daina,stopped,0.1892
kucu,pieces,0.1887
ƙarfina,strength,0.1885
wuce,passed,0.1881
hannuna,stretch,0.1879
tsayi,stature,0.1875
tumakina,affection,0.1875
tsakiya,lowest,0.1875
laifofin,transgressed,0.1875
kanta,herself,0.1875
asirce,secretly,0.186
zargin,accuse,0.186
mazauna,inhabitant,0.186
bi,followed,0.1857
yanke,cut,0.1841
tashi,arise,0.184
cikinku,among,0.1836
yawan,number,0.1834
rasa,lack,0.183
haɗa,joined,0.1818
bayana,assuredly,0.1818
rigunansu,robes,0.1818
zafi,bitterly,0.1818
danniya,oppressor,0.1818
karya,break,0.181
surutun,noise,0.1786
nufin,inquire,0.1783
ayyukanka,wondrous,0.1778
kafa,set,0.1771
yalwace,abundance,0.177
sarkinta,remaining,0.1765
ɓatattun,lost,0.1765
dubawa,watched,0.1765
wayo,cunning,0.1765
ƙyar,hardly,0.1765
naɗa,appointed,0.1755
wahaloli,suffer,0.1754
hura,blows,0.1754
iyalinsa,household,0.1739
saurin,swift,0.1739
niyya,willing,0.1739
sam,never,0.1739
umarni,decree,0.1739
dubi,look,0.1733
ware,separated,0.1728
kowa,everyone,0.1725
tattaru,assemble,0.1724
ragargaje,different,0.1714
jiran,waiting,0.1714
ƙarƙashi,beneath,0.1714
ajiyar,wardrobe,0.1714
aikata,done,0.1712
marmari,longing,0.1702
kiran,calling,0.1695
zage,treated,0.1667
girmamawa,honored,0.1667
ƙaunarku,abound,0.1667
ƙayyadadden,season,0.1667
roƙon,supplication,0.1667
tuntuni,ago,0.1667
nakan,visiting,0.1667
idanunsa,eyes,0.1655
kunnuwansu,ears,0.1654
bincika,search,0.1644
damu,anxious,0.1636
tun,since,0.1626
abincinsu,due,0.1622
ishe,enough,0.1622
kawowa,lusted,0.1622
tsintsinke,arms,0.1622
gardama,dispute,0.1622
rabu,depart,0.1613
kallo,watching,0.16
wulaƙanci,dishonor,0.1579
mutuntaka,fleshly,0.1579
hau,rode,0.1579
isashen,sufficient,0.1579
bayarwa,generosity,0.1579
tsorata,terrify,0.1569
bayansa,behind,0.1565
wahalata,affliction,0.1556
farashin,price,0.1538
alkukan,stands,0.1538
bekas,beaten,0.1538
sarai,thoroughly,0.1538
kusan,almost,0.1538
alkawurana,vows,0.1538
cikinta,therein,0.153
amfanin,increase,0.1528
muguwar,perverse,0.1519
kowannenku,each,0.1503
nema,seeks,0.1495
hankali,careful,0.1491
yawo,wander,0.1489
ajiya,store,0.1481
bautar,idolatry,0.1481
rayukan,souls,0.1481
kalmomina,sayings,0.1463
tsanani,persecution,0.1446
tunani,meditate,0.1446
ƙina,hate,0.1443
ƙoƙari,tried,0.1441
baki,flattering,0.1408
gadin,guards,0.1404
bubbuge,beat,0.1404
hanyata,path,0.1404
tanada,provided,0.1395
keɓaɓɓen,lawful,0.1364
lalacewa,corrupt,0.1364
yafa,sowed,0.1364
rahoto,report,0.1364
zaunar,placed,0.1364
sanadin,ruin,0.1364
fashe,breaks,0.1364
riga,already,0.136
hukuncin,condemned,0.1351
balle,much,0.1343
girmansa,greatness,0.1333
alkawarinsa,keeps,0.1333
alhakin,upon,0.1319
hamayya,contend,0.1304
ɗebo,drew,0.127
wajajen,borders,0.125
cikina,within,0.125
shafi,matters,0.125
maganganun,defy,0.125
hana,withheld,0.1244
kula,care,0.1205
fitowa,proceeds,0.1205
shuɗe,accomplished,0.12
bin,following,0.1187
ɗuwa,falling,0.1176
ƙwace,taken,0.1162
janye,withdrew,0.1121
kawar,removed,0.1117
gabanka,presence,0.1092
maganarku,speech,0.1091
dawowar,coming,0.107
sane,knowing,0.1053
tsarkinka,allow,0.1034
cikakken,complete,0.1034
dalilin,reason,0.1017
wurinku,hindered,0.1
cuci,wrong,0.0984
batun,matter,0.098
amince,approved,0.0952
ashe,isn,0.0943
takan,produces,0.0938
shirin,plan,0.0899
nemanka,looking,0.087
ɗauka,carry,0.0855
nausa,front,0.0845
yarda,consent,0.0841
wurinsu,succeeded,0.0811
tabbatar,confirmed,0.0787
sauka,descended,0.0763
nagarta,doing,0.0727
tafe,goes,0.0645
ɗanka,nevertheless,0.0545
